Position,Column Label,Answer Type,Important Text,Question Text,Group Text,Sub Question Text,Answer Text,Question ID,Group #,Sub Question #,Answer #,Report As,Answer Values...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Q710_3_X,Multi-Punch-Item,Downtown Nashville::Absolutely Essential,Please imagine your own ideal neighborhood—the place where you would like to live.  There are lots of different things people have mentioned that are important to making a great neighborhood.  Please indicate how important it would be to you to have each ,,Absolutely Essential,Downtown Nashville,Q710,1,3,X,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Q800,Single-Punch-Item,"Which of the following statements is closest to your own perspective?  Person E believes Nashville should first focus on making changes that will improve the quality of our day-to-day lives, such as fixing our roads, building sidewalks, and ensuring trash","Which of the following statements is closest to your own perspective?  Person E believes Nashville should first focus on making changes that will improve the quality of our day-to-day lives, such as fixing our roads, building sidewalks, and ensuring trash",,,,Q800,1,1,,,1 = Somewhat like Person E,2 = Exactly like Person E,3 = Somewhat like Person G,4 = Exactly like Person G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Q810,Single-Punch-Item,Now is the time to think big.  People have suggested different big ideas that would shape the future of Nashville for the next few decades. These ideas each focus on a specific focus and priority that would help Nashville realize its full potential.  Thes,Now is the time to think big.  People have suggested different big ideas that would shape the future of Nashville for the next few decades. These ideas each focus on a specific focus and priority that would help Nashville realize its full potential.  Thes,,,,Q810,1,1,,,"1 = Creativity, Innovation, and Entrepreneurship Supercenter:   In this future Nashville is dedicated to creative new ideas and innovations that make lives and our world better.  This future focuses on creativity hubs, startup incubators and accelerators that create and drive new business and work opportunities at every level.  Our great universities and industries collaborate to drive tech advancements and cultivate the best talent. Resources, funding, and mentoring focus on helping people fulfill ","2 = Music and Arts Epicenter:   In this future Nashville fuels its amazing creative energy and reputation even more with state-of-the-art performance venues, recording studios, and creative spaces for all kinds of artists.  Grants, scholarships, and educational programs nurture local talent and attract great artists.  Local, national, and globally focused music festivals, exhibitions, and cultural events make Nashville's treasure accessible to all.","3 = Nashville's Neighborhoods are its Stars:   In this future the focus is on the neighborhoods of Nashville because that is where the people that make this city great live.  Each neighborhood cultivates the unique and special character and cultures that make it great, and the City works to ensure every neighborhood has the critical components it needs to be successful (quality schools, parks, mix of housing and affordability, public transportation access, walkable neighborhoods, community centers a","4 = Nashville is Home…The Place of Inclusion and Belonging:  Just like music is the celebration of sounds and rhythms coming together, Nashville is the rich celebration of the many voices, cultures, and people coming together to make beautiful living.  Building on the legacy that led civil rights decades ago, Nashville continues to challenge and stretch itself and this place to make everyone here (longtime residents, immigrants, minorities, newcomers) feel welcomed, supported, and like they belong.","5 = The Connected City:   This future recognizes that human thriving depends on being connected—connected to each other and the things we love.  This future focuses on making sure every person in Nashville is far better connected to others, their neighborhoods, their city and all the marvelous opportunities the City has to offer through state-of-the art mass transit, better roadways, and greenways, safe and walkable /bikeable neighborhoods and digital inclusion that ensures everyone has access to hi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Q815,Single-Punch-Item,"If you could pick a second favorite, which would it be?","If you could pick a second favorite, which would it be?",,,,Q815,1,1,,,"1 = Creativity, Innovation, and Entrepreneurship Supercenter:   In this future Nashville is dedicated to creative new ideas and innovations that make lives and our world better.  This future focuses on creativity hubs, startup incubators and accelerators that create and drive new business and work opportunities at every level.  Our great universities and industries collaborate to drive tech advancements and cultivate the best talent. Resources, funding, and mentoring focus on helping people fulfill ","2 = Music and Arts Epicenter:   In this future Nashville fuels it's amazing creative energy and reputation even more with state-of-the-art performance venues, recording studios, and creative spaces for all kinds of artists.  Grants, scholarships, and educational programs nurture local talent and attract great artists.  Local, national, and globally focused music festivals, exhibitions, and cultural events make Nashville's treasure accessible to all.","3 = Nashville's Neighborhoods are its Stars:   In this future the focus is on the neighborhoods of Nashville because that is where the people that make this city great live.  Each neighborhood cultivates the unique and special character and cultures that make it great, and the City works to ensure every neighborhood has the critical components it needs to be successful (quality schools, parks, mix of housing and affordability, public transportation access, walkable neighborhoods, community centers a","4 = Nashville is Home…The Place of Inclusion and Belonging:  Just like music is the celebration of sounds and rhythms coming together, Nashville is the rich celebration of the many voices, cultures, and people coming together to make beautiful living.  Building on the legacy that led civil rights decades ago, Nashville continues to challenge and stretch itself and this place to make everyone here (longtime residents, immigrants, minorities, newcomers) feel welcomed, supported, and like they belong.","5 = The Connected City:   This future recognizes that human thriving depends on being connected—connected to each other and the things we love.  This future focuses on making sure every person in Nashville is far better connected to others, their neighborhoods, their city and all the marvelous opportunities the City has to offer through state-of-the art mass transit, better roadways, and greenways, safe and walkable /bikeable neighborhoods and digital inclusion that ensures everyone has access to hi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Q900,Number,How many years have you lived in Nashville?,How many years have you lived in Nashville?,,,,Q900,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,HQ901,Single-Punch-Item,COMPUTED NASHVILLE TENURE,COMPUTED NASHVILLE TENURE,,,,HQ901,1,1,,,1 = 1 year or less,2 = 2-4 years,3 = 5-9 years,4 = 10-14 years,5 = 15-24 years,6 = 25+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Q905,Single-Punch-Item,How would you describe the area where you live?,How would you describe the area where you live?,,,,Q905,1,1,,,1 = An urban or city area,2 = A suburban area next to a city,3 = A small town / small city,4 = A rural area / very few neighbors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Q915,Single-Punch-Item,"Thinking about where you live now, do you own or rent the property?","Thinking about where you live now, do you own or rent the property?",,,,Q915,1,1,,,1 = Own,2 = Rent,3 = Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Q918,Single-Punch-Item,"Which of the following best describes your personal use of public transportation services (including buses, WeGo Star Train, or small buses for seniors, medical services, and special populations, etc.)?","Which of the following best describes your personal use of public transportation services (including buses, WeGo Star Train, or small buses for seniors, medical services, and special populations, etc.)?",,,,Q918,1,1,,,1 = I don't use it,2 = I use it a few times a year,3 = I use it about once a month,4 = I use it at least once a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Q920,Single-Punch-Item,Do you have any children under the age of 18 living in your home?,Do you have any children under the age of 18 living in your home?,,,,Q920,1,1,,,1 = No,2 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Q925,Single-Punch-Item,"Are any of the school-aged children living in your home attending a private or parochial school, home school, or a charter school?","Are any of the school-aged children living in your home attending a private or parochial school, home school, or a charter school?",,,,Q925,1,1,,,1 = Yes,2 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Q930,Single-Punch-Item,Which of the following best describes your marital status?,Which of the following best describes your marital status?,,,,Q930,1,1,,,1 = Married,2 = Separated,3 = Divorced,4 = Single and never been married,5 = Widowed,6 = Engaged to be married,7 = Living with significant other,8 = Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Q935,Single-Punch-Item,What is the last formal grade of education you completed?,What is the last formal grade of education you completed?,,,,Q935,1,1,,,1 = Less than high school,2 = High school graduate/GED equivalency,"3 = Some college, technical, trade or vocational school",4 = College graduate,5 = Post-graduate,6 = Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Q940,Single-Punch-Item,"Are you currently employed, either full-time or part-time?","Are you currently employed, either full-time or part-time?",,,,Q940,1,1,,,1 = Yes – full-time,2 = Yes – part-time,3 = No,4 = Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Q945,Single-Punch-Item,Are you…,Are you…,,,,Q945,1,1,,,1 = Full-time student,2 = Homemaker,3 = Retired,4 = Unemployed,5 = Disabled,6 = Other,7 = Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Q987,Single-Punch-Item,What was your total annual household income before taxes in 2022?,What was your total annual household income before taxes in 2022?,,,,Q987,1,1,,,"1 = Under $15,000","2 = $15,000 to $24,999","3 = $25,000 to $49,999","4 = $50,000 to $99,999","5 = $100,000 to $149,999","6 = $150,000 to $199,999","7 = $200,000 or more",8 = Prefer not to answer/don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Q950,Single-Punch-Item,Are you currently registered to vote?,Are you currently registered to vote?,,,,Q950,1,1,,,1 = Yes,2 = No,3 = Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Q955,Single-Punch-Item,"In politics today, do you think of yourself as a…","In politics today, do you think of yourself as a…",,,,Q955,1,1,,,1 = Republican,2 = Democrat,3 = Independent,4 = Something else,5 = Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Q975,Single-Punch-Item,"In politics today do you generally consider yourself to be Liberal, Moderate, or Conservative on most issues?","In politics today do you generally consider yourself to be Liberal, Moderate, or Conservative on most issues?",,,,Q975,1,1,,,1 = Conservative,2 = Moderate,3 = Liberal,4 = Not sure,5 = Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Q995,Single-Punch-Item,Do you consider yourself a 1st 2nd or 3rd generation immigrant?,Do you consider yourself a 1st 2nd or 3rd generation immigrant?,,,,Q995,1,1,,,1 = Yes,2 = No,3 = I'd rather not say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Q980,Single-Punch-Item,What best describes you?,What best describes you?,,,,Q980,1,1,,,1 = Straight / Heterosexual,2 = Gay / Lesbian,3 = Bisexual,4 = Other (Please specify),5 = Not sure,6 = Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Q980_4_Other,Single-Punch-Item-Specify,Other (Please specify)::Other,What best describes you?,,,Other (Please specify),Q980,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Q985,Single-Punch-Item,Is the gender you identify with the same as your sex registered at birth?,Is the gender you identify with the same as your sex registered at birth?,,,,Q985,1,1,,,1 = Yes,2 = No,3 = I'd rather not say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Q990,Single-Punch-Item,Are currently physically disabled?,Are currently physically disabled?,,,,Q990,1,1,,,1 = Yes,2 = No,3 = I'd rather not say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
